code,description,bec
440839,"Wood, of tropical wood: as in Subheading note 2 to this Chapter, n.e.c. in heading no. 4408.31, sheets for veneer or plywood, other wood sawn length wise, sliced or peeled, whether or not planed, sanded or end-jointed, not thicker than 6mm",22
440890,"Wood: n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, not exceeding 6mm in thickness",22
440910,"Wood: coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",22
440921,"Wood: bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",22
440922,"Wood: tropical (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",22
440929,"Wood: non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",22
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances",22
441012,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances",22
441019,"Wafer board and similar board of wood n.e.c. in item no. 4410.1, whether or not agglomerated with resins or other organic binding substances",22
441090,"Particle board, oriented strand board (OSB) and similar board of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",22
441112,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm",22
441113,"Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm",22
441114,"Medium density fibreboard (MDF), of a thickness exceeding 9 mm",22
441192,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",22
441193,"Fibreboard (other than MDF) of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",22
441194,"Fibreboard (other than MDF) of a density not exceeding 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",22
441210,"Plywood, veneered panels and similar laminated wood: of bamboo",22
441231,"Plywood: consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood",22
441233,"Plywood: with sheets of wood only: not bamboo: each ply 6mm or less, with at least one outer ply of alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane, poplar, aspen, robinia, tulipwood or walnut",22
441234,"Plywood: consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33",22
441239,"Plywood: consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood",22
441294,"Blockboard, laminboard and battenboard (not bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)",22
441299,"Plywood, veneered panels and similar laminated wood (other than blockboard, laminboard and battenboard, other than of bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)",22
441300,"Wood: densified wood, in blocks, plates, strips or profile shapes",22
441400,"Wooden frames: for paintings, photographs, mirrors or similar objects",62
441510,"Wood: cases, boxes, crates, drums, similar packings and cable-drums",22
441520,"Wood: pallets, box pallets and other load boards: pallet collars",22
441600,"Wood: casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",22
441700,"Wood: tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood",22
441810,"Wood: windows, French-windows and their frames",22
441820,Wood: doors and their frames and thresholds,22
441840,Wood: shuttering for concrete constructional work,22
441850,Wood: shingles and shakes,22
441860,Wood: posts and beams,22
441873,"Wood: assembled flooring panels, of bamboo or with at least the top layer (wear layer) of bamboo",22
441874,"Wood: assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, for mosaic floors",22
441875,"Wood: assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, multilayer",22
441879,"Wood: assembled flooring panels, n.e.c in headings 4418.73, 4418.74 or 4418.75",22
441891,"Wood: builders' joinery and carpentry of wood n.e.c. in heading no. 4418, of bamboo",22
441899,"Wood: builders' joinery and carpentry of wood n.e.c. in heading no. 4418, other than of bamboo",22
441911,"Tableware and kitchenware, of wood: of bamboo, bread boards, chopping boards and similar boards",62
441912,"Tableware and kitchenware, of wood: of bamboo, chopsticks",62
441919,"Tableware and kitchenware, of wood: of bamboo, n.e.c. in heading 4419",62
441990,"Tableware and kitchenware, of wood: not of bamboo",62
442010,Wood: statuettes and other ornaments of wood,62
442090,"Wood: marquetry and inlaid wood, caskets and cases for jewellery or cutlery and similar articles of wood, wooden articles of furniture not falling in chapter 94",62
442110,Wood: clothes hangers,62
442191,"Wood: of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",22
442199,"Wood: not of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",22
450110,"Cork: natural cork, raw or simply prepared",21
450190,"Cork: waste cork, crushed, granulated or ground cork",21
450200,"Cork: natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",21
450310,"Cork: corks and stoppers, of natural cork",22
450390,Cork: articles of natural cork other than corks and stoppers,22
450410,"Cork: blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",22
450490,"Cork: articles of agglomerated cork (with or without a binding substance), n.e.c. in heading no. 4504",22
460121,"Plaiting materials, plaits and similar products of plaiting materials: mats, matting and screens, of bamboo",62
460122,"Plaiting materials, plaits and similar products of plaiting materials: mats, matting and screens, of rattan",62
460129,"Plaiting materials, plaits and similar products of plaiting materials: mats, matting and screens, of vegetable materials other than bamboo or rattan",62
460192,"Plaiting materials, plaits and similar products of plaiting materials: (not mats, matting or screens), of bamboo",62
460193,"Plaiting materials, plaits and similar products of plaiting materials: (not mats, matting or screens), of rattan",62
460194,"Plaiting materials, plaits and similar products of plaiting materials: (not mats, matting or screens), of vegetable materials other than bamboo or rattan",62
460199,"Plaiting materials, plaits and similar products of plaiting materials: products of non-vegetable materials",62
460211,"Basketwork, wickerwork and other articles: of bamboo, made directly to shape from plaiting materials or made up from goods of heading no. 4601",62
460212,"Basketwork, wickerwork and other articles: of rattan, made directly to shape from plaiting materials or made up from goods of heading no. 4601",62
460219,"Basketwork, wickerwork and other articles: of vegetable materials (not bamboo or rattan), made directly to shape from plaiting materials or made up from goods of heading no. 4601: articles of loofah",62
460290,"Basketwork, wickerwork and other articles: of non-vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601",62
470100,Wood pulp: mechanical wood pulp,22
470200,"Wood pulp: chemical wood pulp, dissolving grades",22
470311,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood",22
470319,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood",22
470321,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",22
470329,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",22
470411,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood",22
470419,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood",22
470421,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",22
470429,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",22
470500,Wood pulp: obtained by a combination of mechanical and chemical pulping processes,22
470610,Pulp: cotton linters pulp,22
470620,Pulp: of fibres derived from recovered (waste and scrap) paper or paperboard,22
470630,Pulp: of bamboo,22
470691,"Pulp: of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, mechanical",22
470692,"Pulp: of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, chemical",22
470693,"Pulp: of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, obtained by a combination of mechanical and chemical processes",22
470710,"Paper or paperboard: waste and scrap, of unbleached kraft paper or paperboard or corrugated paper or paperboard",21
470720,"Paper or paperboard: waste and scrap, paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",21
470730,"Paper or paperboard: waste and scrap, paper or paperboard made mainly of mechanical pulp (e.g. newspapers, journals and similar printed matter)",21
470790,"Paper or paperboard: waste and scrap, of paper or paperboard n.e.c. in heading no. 4707 and of unsorted waste and scrap",21
480100,"Newsprint: made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets",22
480210,Hand-made paper or paperboard,22
480220,"Uncoated paper and paperboard (not 4801 or 4803): of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard, in rolls or sheets",22
480240,"Uncoated paper and paperboard (not 4801 or 4803): wallpaper base, in rolls or sheets",22
480254,"Uncoated paper and paperboard (not 4801 or 4803): printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing less than 40g/m2, in rolls or sheets",22
480255,"Uncoated paper and paperboard (not 4801 or 4803): printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls",22
480256,"Uncoated paper and paperboard (not 4801 or 4803): printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, in sheets 435mm or less by 297mm or less (unfolded)",22
480257,"Uncoated paper and paperboard (not 4801 or 4803): printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, n.e.c. in item no. 4802.55 or 4802.56",22
480258,"Uncoated paper and paperboard (not 4801 or 4803): printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing more than 150g/m2",22
480261,"Uncoated paper and paperboard (not 4801 or 4803): over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls",22
480262,"Uncoated paper and paperboard (not 4801 or 4803): over 10% by weight of mechanical or chemi-mechanical processed fibre, in sheets 435mm or less by 297mm or less (unfolded)",22
480269,"Uncoated paper and paperboard (not 4801 or 4803): over 10% by weight of mechanical or chemi-mechanical processed fibre, other than rolls, other than sheets 435mm or less by 297mm or less (unfolded)",22
480300,"Tissue, towel, napkin stock or similar: for household or sanitary use, cellulose, wadding webs of cellulose fibres, in rolls exceeding 36cm in width or rectangular sheets with one side more than 36cm in unfolded state",22
480411,"Kraft paper and paperboard: kraftliner, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480419,"Kraft paper and paperboard: kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480421,"Kraft paper and paperboard: sack kraft paper, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480429,"Kraft paper and paperboard: sack kraft paper, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480431,"Kraft paper and paperboard: uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480439,"Kraft paper and paperboard: uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480441,"Kraft paper and paperboard: uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480442,"Kraft paper and paperboard: uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",22
480449,"Kraft paper and paperboard: uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803",22
480451,"Kraft paper and paperboard: uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803",22
480452,"Kraft paper and paperboard: uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",22
480459,"Kraft paper and paperboard: uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4804.5, other than that of heading no. 4802 or 4803",22
480511,"Paper and paperboard: uncoated, semi-chemical fluting paper, rolls or sheets",22
480512,"Paper and paperboard: uncoated, straw fluting paper, rolls or sheets",22
480519,"Paper and paperboard: uncoated, fluting paper other than semi-chemical or straw, rolls or sheets",22
480524,"Paper & paperboard: uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets",22
480525,"Paper & paperboard: uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets",22
480530,"Paper and paperboard: sulphite wrapping paper, uncoated, in rolls or sheets",22
480540,"Paper and paperboard: filter paper and paperboard, uncoated, in rolls or sheets",22
480550,"Paper and paperboard: felt paper and paperboard, uncoated, in rolls or sheets",22
480591,"Paper and paperboard: uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805",22
480592,"Paper and paperboard: uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805",22
480593,"Paper and paperboard: uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805",22
480610,"Paper: vegetable parchment, in rolls or sheets",22
480620,"Paper: greaseproof papers, in rolls or sheets",22
480630,"Paper: tracing papers, in rolls or sheets",22
480640,"Paper: glassine and other glazed transparent or translucent papers, in rolls or sheets",22
480700,"Paper and paperboard: composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets",22
480810,"Paper and paperboard: corrugated, whether or not perforated, in rolls or sheets, other than paper of heading 4803",22
480840,"Paper and paperboard: kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803",22
480890,"Paper and paperboard: other than corrugated (with or without glued flat surface sheets) or kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803",22
480920,"Paper: self-copy paper, whether or not printed, in rolls or sheets",22
480990,"Paper: carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",22
481013,"Paper and paperboard: coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process, in rolls",22
481014,"Paper and paperboard: coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,",22
481019,"Paper and paperboard: coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets",22
481022,"Paper and paperboard: coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets",22
481029,"Paper and paperboard: coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets",22
481031,"Kraft paper and paperboard: uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets",22
481032,"Kraft paper and paperboard: uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets",22
481039,"Kraft paper and paperboard: coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets",22
481092,"Paper and paperboard: multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets",22
481099,"Paper and paperboard: coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets",22
481110,"Paper and paperboard: tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",22
481141,"Paper and paperboard: self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",22
481149,"Paper and paperboard: gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",22
481151,"Paper and paperboard: coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",22
481159,"Paper and paperboard: coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",22
481160,"Paper and paperboard: coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810",22
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres: coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets",22
481200,"Paper pulp: filter blocks, slabs and plates of paper pulp",22
481310,"Paper, cigarette: in the form of booklets or tubes",63
481320,"Paper, cigarette: in rolls of a width not exceeding 5cm",22
481390,"Paper, cigarette: (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)",22
481420,"Wallpaper and similar wall coverings: coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",22
481490,Wallpaper and similar wall coverings and window transparencies of paper: n.e.c. in heading 4814,22
481620,"Paper: self-copy paper (other than those of heading no. 4809), whether or not put up in boxes",22
481690,"Paper: carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20",22
481710,Paper and paperboard: envelopes,63
481720,"Paper and paperboard: letter cards, plain postcards and correspondence cards",63
481730,"Paper and paperboard: boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery",63
481810,Paper articles: toilet paper,63
481820,"Paper articles: handkerchiefs, cleansing or facial tissues and towels",63
481830,"Paper articles: tablecloths and serviettes, of paper, cellulose wadding or fibres",63
481850,"Paper articles: apparel and clothing accessories of paper, cellulose wadding or fibres",63
481890,"Paper articles: articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818",63
481910,"Paper and paperboard: cartons, boxes and cases, of corrugated paper or paperboard",22
481920,"Paper and paperboard: folding cartons, boxes and cases, of non-corrugated paper or paperboard",22
481930,"Paper and paperboard: sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more",22
481940,"Paper and paperboard: sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm",22
481950,"Paper and paperboard: packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819",22
481960,"Paper and paperboard: box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres",22
482010,"Paper and paperboard: registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",22
482020,Paper and paperboard: exercise books,63
482030,"Paper and paperboard: binders, folders and file covers",22
482040,Paper and paperboard: manifold business forms and interleaved carbon sets,22
482050,Paper and paperboard: albums for samples or for collections,63
482090,Paper or paperboard: stationery n.e.c. in heading no. 4820,22
482110,"Paper and paperboard: labels or all kinds, printed",22
482190,"Paper and paperboard: labels of all kinds, unprinted",22
482210,"Paper pulp, paper or paperboard: bobbins, spools, cops and similar supports, of a kind used for winding textile yarn (whether or not perforated or hardened)",22
482290,"Paper pulp, paper or paperboard: bobbins, spools, cops and similar supports, other than of a kind used for winding textile yarn (whether or not perforated or hardened)",22
482320,Paper and paperboard: filter paper and paperboard,22
482340,"Paper and paperboard: rolls, sheets and dials, printed for self-recording apparatus",22
482361,"Paper and paperboard: trays, dishes, plates, cups and the like, of bamboo paper or paperboard",63
482369,"Paper and paperboard: trays, dishes, plates, cups and the like, of paper or paperboard other than of bamboo",63
482370,Paper pulp: moulded or pressed articles or paper pulp,22
482390,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres: articles n.e.c. in heading no. 4823",22
490110,"Printed matter: in single sheets, whether or not folded",63
490191,"Printed matter: dictionaries, encyclopaedias and serial instalments thereof",63
490199,"Printed matter: books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",63
490210,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material, appearing at least four times a week",63
490290,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material, appearing less frequently than four times a week",63
490300,"Printed matter: children's picture, drawing or colouring books",63
490400,"Music: printed or in manuscript, whether or not bound or illustrated",62
490510,Globes: printed,62
490591,"Maps and hydrographic or similar charts: printed in book form, including atlases, topographical plans and similar",63
490599,"Maps and hydrographic or similar charts: (printed other than in book form), including wall maps, topographical plans and similar",63
490600,"Plans and drawings: for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand: hand-written texts: photo- graphic reproductions: their carbon copies",22
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value: stamp-impressed paper: cheque forms: banknotes, stock, share or bond certificates and the like of similar title",22
490810,"Printed matter: transfers (decalcomanias), vitrifiable",22
490890,"Printed matter: transfers (decalcomanias), other than vitrifiable",63
490900,"Printed or illustrated postcards: printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",63
491000,"Calendars: printed, of any kind, including calendar blocks",63
491110,"Printed matter: trade advertising material, commercial catalogues and the like",22
491191,"Printed matter: pictures, designs and photographs, n.e.c. in item no. 4911.10",63
491199,Printed matter: n.e.c. in heading no. 4911,22
500100,Silk: silk-worm cocoons suitable for reeling,21
500200,Silk: raw silk (not thrown),22
500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)",21
500400,"Silk: yarn (other than yarn spun from silk waste), not put up for retail sale",22
500500,"Silk: yarn spun from silk waste, not put up for retail sale",22
500600,"Silk yarn and yarn spun from silk waste: put up for retail sale, and silk-worm gut",63
500710,Silk: woven fabrics of noil silk,22
500720,"Silk: woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk",22
500790,Silk: woven fabrics n.e.c. in heading no. 5007,22
510111,"Wool: (not carded or combed), greasy (including fleece-washed wool), shorn",21
510119,"Wool: (other than shorn), greasy (including fleece-washed wool), not carded or combed",21
510121,"Wool: (not carded or combed), degreased, (not carbonised), shorn",21
510129,"Wool: (not carded or combed), degreased, (not carbonised), (other than shorn)",21
510130,"Wool: (not carded or combed), carbonised",21
510211,"Hair: fine animal hair, not carded or combed, of kashmir (cashmere) goats",21
510219,"Hair: fine animal hair, not carded or combed, other than of kashmir (cashmere) goats",21
510220,"Hair: coarse animal hair, not carded or combed",21
510310,"Wool and hair: noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock",21
510320,"Wool and hair: waste of wool or of fine animal hair, including yarn waste, but excluding garnetted stock and noils of wool or of fine animal hair",21
510330,"Wool and hair: waste of coarse animal hair, including yarn waste, but excluding garnetted stock",21
510400,Wool and hair: garnetted stock of wool or of fine or coarse animal hair,21
510510,Wool: carded,22
510521,"Wool: wool tops and other combed wool, in fragments",22
510529,"Wool: wool tops and other combed wool, other than in fragments",22
510531,"Hair: fine animal hair, carded or combed, of kashmir (cashmere) goats",22
510539,"Hair: fine animal hair, carded or combed, other than of kashmir (cashmere) goats",22
510540,"Hair: coarse animal hair, carded or combed",22
510610,"Yarn: of carded wool, containing 85% or more by weight of wool, not put up for retail sale",22
510620,"Yarn: of carded wool, containing less than 85% by weight of wool, not put up for retail sale",22
510710,"Yarn: of combed wool, containing 85% or more by weight of wool, not put up for retail sale",22
510720,"Yarn: of combed wool, containing less than 85% by weight of wool, not put up for retail sale",22
510810,"Yarn: of fine animal hair, carded, not put up for retail sale",22
510820,"Yarn: of fine animal hair, combed, not put up for retail sale",22
510910,"Yarn: of wool or of fine animal hair, containing 85% or more by weight of wool or fine animal hair, put up for retail sale",63
510990,"Yarn: of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale",63
511000,"Yarn: of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale",22
511111,"Fabrics, woven: of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2",22
511119,"Fabrics, woven: of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight exceeding 300g/m2",22
511120,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",22
511130,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",22
511190,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5111",22
511211,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight not exceeding 200g/m2",22
511219,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight exceeding 200g/m2",22
511220,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",22
511230,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",22
511290,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5112",22
511300,"Fabrics, woven: of coarse animal hair or of horsehair",22
520100,Cotton: not carded or combed,21
520210,Cotton: yarn waste (including thread waste),21
520291,Cotton: garnetted stock waste,21
520299,Cotton: waste other than garnetted stock and yarn (including thread) waste,21
520300,Cotton: carded or combed,22
520411,"Cotton: sewing thread, containing 85% or more by weight of cotton, not put up for retail sale",22
520419,"Cotton: sewing thread, containing less than 85% by weight of cotton, not put up for retail sale",22
520420,"Cotton: sewing thread, put up for retail sale",63
520511,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",22
520512,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",22
520513,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",22
520514,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",22
520515,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",22
520521,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",22
520522,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",22
520523,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",22
520524,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",22
520526,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 125 but not less than 106.38 decitex (over 80 but not over 94 metric number), not for retail sale",22
520527,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 106.38 but not less than 83.33 decitex (over 94 but not over 120 metric number), not for retail sale",22
